model,aggregation_type,simulation_name,failures,detected,undetected,undetectable,ttm,accuracy,fpr,precision,recall,f3,threshold,FailureIDs,detected_failure_ids,undetected_failure_ids,undetectable_failure_ids
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_dropout_rate_mutated0_MP_0.125_0.125_6_2,13,11,2,3,1,97,1,92,85,85,0.0069072374873710716,"[390, 403, 614, 619, 982, 1486, 1960, 2525, 2815, 3450, 3462, 4013, 4244, 4866, 5199, 5511]","[982, 1486, 1960, 2525, 2815, 3450, 4013, 4244, 4866, 5199, 5511]","[390, 614]","[403, 619, 3462]"
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_dropout_rate_mutated0_MP_0.125_0.125_6_2,13,11,2,3,2,97,1,92,85,85,0.0069072374873710716,"[390, 403, 614, 619, 982, 1486, 1960, 2525, 2815, 3450, 3462, 4013, 4244, 4866, 5199, 5511]","[982, 1486, 1960, 2525, 2815, 3450, 4013, 4244, 4866, 5199, 5511]","[390, 614]","[403, 619, 3462]"
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_dropout_rate_mutated0_MP_0.125_0.125_6_2,13,11,2,3,3,97,1,92,85,85,0.0069072374873710716,"[390, 403, 614, 619, 982, 1486, 1960, 2525, 2815, 3450, 3462, 4013, 4244, 4866, 5199, 5511]","[982, 1486, 1960, 2525, 2815, 3450, 4013, 4244, 4866, 5199, 5511]","[390, 614]","[403, 619, 3462]"
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_dropout_rate_mutated0_MP_1.0_1.0_6_1,4,4,0,0,1,99,1,80,100,98,0.0069072374873710716,"[949, 2484, 2975, 4629]","[949, 2484, 2975, 4629]",[],[]
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_dropout_rate_mutated0_MP_1.0_1.0_6_1,4,4,0,0,2,99,1,80,100,98,0.0069072374873710716,"[949, 2484, 2975, 4629]","[949, 2484, 2975, 4629]",[],[]
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_dropout_rate_mutated0_MP_1.0_1.0_6_1,4,0,4,0,3,0,0,0,0,0,0.0069072374873710716,"[949, 2484, 2975, 4629]",[],"[949, 2484, 2975, 4629]",[]
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_label_mutated0_MP_12.5_4,9,8,1,3,1,98,1,89,89,89,0.0069072374873710716,"[422, 438, 459, 758, 1240, 2872, 3366, 3599, 4200, 4459, 4493, 4802]","[758, 1240, 2872, 3366, 3599, 4200, 4459, 4802]",[422],"[438, 459, 4493]"
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_label_mutated0_MP_12.5_4,9,0,9,3,2,0,0,0,0,0,0.0069072374873710716,"[422, 438, 459, 758, 1240, 2872, 3366, 3599, 4200, 4459, 4493, 4802]",[],"[422, 758, 1240, 2872, 3366, 3599, 4200, 4459, 4802]","[438, 459, 4493]"
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_label_mutated0_MP_12.5_4,9,6,3,3,3,97,1,86,67,68,0.0069072374873710716,"[422, 438, 459, 758, 1240, 2872, 3366, 3599, 4200, 4459, 4493, 4802]","[2872, 3366, 3599, 4200, 4459, 4802]","[422, 758, 1240]","[438, 459, 4493]"
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_label_mutated0_MP_25.0_1,4,4,0,1,1,99,1,80,100,98,0.0069072374873710716,"[388, 3265, 4550, 4574, 5058]","[388, 3265, 4550, 5058]",[],[4574]
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_label_mutated0_MP_25.0_1,4,3,1,1,2,98,1,75,75,75,0.0069072374873710716,"[388, 3265, 4550, 4574, 5058]","[3265, 4550, 5058]",[388],[4574]
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_label_mutated0_MP_25.0_1,4,0,4,1,3,0,0,0,0,0,0.0069072374873710716,"[388, 3265, 4550, 4574, 5058]",[],"[388, 3265, 4550, 5058]",[4574]
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_loss_function_mutated0_MP_mean_absolute_error_2,10,10,0,2,1,99,1,91,100,99,0.0069072374873710716,"[503, 518, 829, 1024, 1488, 1950, 2708, 2932, 3717, 4023, 4025, 4816]","[503, 829, 1024, 1488, 1950, 2708, 2932, 3717, 4023, 4816]",[],"[518, 4025]"
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_loss_function_mutated0_MP_mean_absolute_error_2,10,9,1,2,2,98,1,90,90,90,0.0069072374873710716,"[503, 518, 829, 1024, 1488, 1950, 2708, 2932, 3717, 4023, 4025, 4816]","[829, 1024, 1488, 1950, 2708, 2932, 3717, 4023, 4816]",[503],"[518, 4025]"
dave2-p10-track1-mcd_5_S64,max,mutants\udacity_change_loss_function_mutated0_MP_mean_absolute_error_2,10,4,6,2,3,94,1,80,40,42,0.0069072374873710716,"[503, 518, 829, 1024, 1488, 1950, 2708, 2932, 3717, 4023, 4025, 4816]","[2932, 3717, 4023, 4816]","[503, 829, 1024, 1488, 1950, 2708]","[518, 4025]"
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-10,2,1,1,1,1,98,1,50,50,50,0.0069072374873710716,"[2297, 2359, 2926]",[2926],[2297],[2359]
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-10,2,1,1,1,2,98,1,50,50,50,0.0069072374873710716,"[2297, 2359, 2926]",[2926],[2297],[2359]
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-10,3,0,3,0,3,0,0,0,0,0,0.0069072374873710716,"[2297, 2359, 2926]",[],"[2297, 2359, 2926]",[]
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-20,4,4,0,1,1,99,1,80,100,98,0.0069072374873710716,"[1670, 3204, 3357, 3404, 4238]","[1670, 3204, 3357, 4238]",[],[3404]
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-20,4,1,3,1,2,96,1,50,25,26,0.0069072374873710716,"[1670, 3204, 3357, 3404, 4238]",[4238],"[1670, 3204, 3357]",[3404]
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-20,5,0,5,0,3,0,0,0,0,0,0.0069072374873710716,"[1670, 3204, 3357, 3404, 4238]",[],"[1670, 3204, 3357, 3404, 4238]",[]
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-40,3,3,0,0,1,99,1,75,100,97,0.0069072374873710716,"[1724, 3202, 3758]","[1724, 3202, 3758]",[],[]
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-40,3,0,3,0,2,0,0,0,0,0,0.0069072374873710716,"[1724, 3202, 3758]",[],"[1724, 3202, 3758]",[]
dave2-p10-track1-mcd_5_S64,max,ood\xai-track1-fog-40,3,0,3,0,3,0,0,0,0,0,0.0069072374873710716,"[1724, 3202, 3758]",[],"[1724, 3202, 3758]",[]
