model,aggregation_type,simulation_name,failures,detected,undetected,undetectable,ttm,accuracy,fpr,precision,recall,f3,threshold,FailureIDs,detected_failure_ids,undetected_failure_ids,undetectable_failure_ids
dave2-track1-DE_10,max,DAVE2-Track1-DayNight,2,2,0,0,1,94,6,4,100,30,0.0009172106997671882,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNight,2,2,0,0,2,94,6,4,100,30,0.0009172106997671882,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNight,2,2,0,0,3,94,6,4,100,30,0.0009172106997671882,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNightFog,5,5,0,0,1,94,6,10,100,52,0.0009172106997671882,"[2951, 3251, 3434, 5290, 5482]","[2951, 3251, 3434, 5290, 5482]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNightFog,5,5,0,0,2,94,6,10,100,52,0.0009172106997671882,"[2951, 3251, 3434, 5290, 5482]","[2951, 3251, 3434, 5290, 5482]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNightFog,5,5,0,0,3,94,6,10,100,52,0.0009172106997671882,"[2951, 3251, 3434, 5290, 5482]","[2951, 3251, 3434, 5290, 5482]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNightRain,2,2,0,0,1,94,6,4,100,30,0.0009172106997671882,"[2343, 2580]","[2343, 2580]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNightRain,2,2,0,0,2,94,6,4,100,30,0.0009172106997671882,"[2343, 2580]","[2343, 2580]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNightRain,2,2,0,0,3,94,6,4,100,30,0.0009172106997671882,"[2343, 2580]","[2343, 2580]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-DayNightSnow,4,4,0,1,1,94,6,8,100,47,0.0009172106997671882,"[1, 1618, 2250, 3577, 3603]","[1618, 2250, 3577, 3603]",[],[1]
dave2-track1-DE_10,max,DAVE2-Track1-DayNightSnow,3,3,0,2,2,94,6,6,100,39,0.0009172106997671882,"[1, 1618, 2250, 3577, 3603]","[1618, 2250, 3577]",[],"[1, 3603]"
dave2-track1-DE_10,max,DAVE2-Track1-DayNightSnow,4,4,0,1,3,94,6,8,100,47,0.0009172106997671882,"[1, 1618, 2250, 3577, 3603]","[1618, 2250, 3577, 3603]",[],[1]
dave2-track1-DE_10,max,DAVE2-Track1-Fog,4,4,0,0,1,94,6,8,100,47,0.0009172106997671882,"[436, 2713, 3884, 6214]","[436, 2713, 3884, 6214]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-Fog,4,4,0,0,2,94,6,8,100,47,0.0009172106997671882,"[436, 2713, 3884, 6214]","[436, 2713, 3884, 6214]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-Fog,4,4,0,0,3,94,6,8,100,47,0.0009172106997671882,"[436, 2713, 3884, 6214]","[436, 2713, 3884, 6214]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-Rain,2,2,0,0,1,94,6,4,100,30,0.0009172106997671882,"[2945, 4364]","[2945, 4364]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-Rain,2,2,0,0,2,94,6,4,100,30,0.0009172106997671882,"[2945, 4364]","[2945, 4364]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-Rain,2,2,0,0,3,94,6,4,100,30,0.0009172106997671882,"[2945, 4364]","[2945, 4364]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-Snow,3,3,0,0,1,94,6,6,100,39,0.0009172106997671882,"[2664, 6197, 6448]","[2664, 6197, 6448]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-Snow,3,3,0,0,2,94,6,6,100,39,0.0009172106997671882,"[2664, 6197, 6448]","[2664, 6197, 6448]",[],[]
dave2-track1-DE_10,max,DAVE2-Track1-Snow,3,3,0,0,3,94,6,6,100,39,0.0009172106997671882,"[2664, 6197, 6448]","[2664, 6197, 6448]",[],[]
dave2-track1-DE_10,max,xai-track1-fog-10,3,3,0,0,1,94,6,6,100,39,0.0009172106997671882,"[2297, 2359, 2926]","[2297, 2359, 2926]",[],[]
dave2-track1-DE_10,max,xai-track1-fog-10,2,2,0,1,2,94,6,4,100,30,0.0009172106997671882,"[2297, 2359, 2926]","[2297, 2926]",[],[2359]
dave2-track1-DE_10,max,xai-track1-fog-10,2,2,0,1,3,94,6,4,100,30,0.0009172106997671882,"[2297, 2359, 2926]","[2297, 2926]",[],[2359]
dave2-track1-DE_10,max,xai-track1-fog-20,5,5,0,0,1,94,6,10,100,52,0.0009172106997671882,"[1670, 3204, 3357, 3404, 4238]","[1670, 3204, 3357, 3404, 4238]",[],[]
dave2-track1-DE_10,max,xai-track1-fog-20,4,4,0,1,2,94,6,8,100,47,0.0009172106997671882,"[1670, 3204, 3357, 3404, 4238]","[1670, 3204, 3357, 4238]",[],[3404]
dave2-track1-DE_10,max,xai-track1-fog-20,4,4,0,1,3,94,6,8,100,47,0.0009172106997671882,"[1670, 3204, 3357, 3404, 4238]","[1670, 3204, 3357, 4238]",[],[3404]
