model,aggregation_type,simulation_name,failures,detected,undetected,undetectable,ttm,accuracy,fpr,precision,recall,f3,threshold,FailureIDs,detected_failure_ids,undetected_failure_ids,undetectable_failure_ids
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNight,2,2,0,0,1,99,1,22,100,74,0.0016391298525031467,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNight,2,2,0,0,2,99,1,22,100,74,0.0016391298525031467,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNight,2,2,0,0,3,99,1,22,100,74,0.0016391298525031467,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNight,2,2,0,0,4,99,1,22,100,74,0.0016391298525031467,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNight,2,2,0,0,5,99,1,22,100,74,0.0016391298525031467,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNight,2,2,0,0,6,99,1,22,100,74,0.0016391298525031467,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNight,2,2,0,0,7,99,1,22,100,74,0.0016391298525031467,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNight,2,2,0,0,8,99,1,22,100,74,0.0016391298525031467,"[3607, 4676]","[3607, 4676]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNightFog,5,5,0,0,1,99,1,42,100,88,0.0016391298525031467,"[2951, 3251, 3434, 5290, 5482]","[2951, 3251, 3434, 5290, 5482]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNightFog,5,5,0,0,2,99,1,42,100,88,0.0016391298525031467,"[2951, 3251, 3434, 5290, 5482]","[2951, 3251, 3434, 5290, 5482]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNightFog,5,5,0,0,3,99,1,42,100,88,0.0016391298525031467,"[2951, 3251, 3434, 5290, 5482]","[2951, 3251, 3434, 5290, 5482]",[],[]
dave2-track1-DE_5,max,icse20\DAVE2-Track1-DayNightFog,5,5,0,0,4,99,1,42,100,88,0.0016391298525031467,"[2951, 3251, 3434, 5290, 5482]","[2951, 3251, 3434, 5290, 5482]",[],[]
