Model,Condition,Seconds,AUC-ROC,AUC-PRC,FPR,TPR,ROC Thresholds,PRC Thresholds,Precision,Recall
dave2-track1-DE_3.csv,DAVE2-Track1-DayNightRain,1,0.3761009667024705,0.00983794455906815,0.6168138115323151,0.4959349593495935,0.009944769705979795,0.0021140677345046566,0.009188699176797177,0.36449761801645736
dave2-track1-DE_3.csv,DAVE2-Track1-DayNightRain,2,0.5195085237577077,0.03433241324952641,0.48133272021161794,0.5007670850767084,0.0068010690079552474,0.002098436828836918,0.03129695676091298,0.5124955226019056
dave2-track1-DE_3.csv,DAVE2-Track1-DayNightRain,3,0.6267830454489771,0.08792044700202759,0.39101805119516825,0.5188986640599544,0.006193288772752827,0.002098436828836918,0.06356790924576362,0.6167980036774362
dave2-track1-DE_3.csv,DAVE2-Track1-DayNightSnow,1,0.6032367949805442,0.048536353520884014,0.4043510603558137,0.5073166787937586,0.007589304211053831,0.00210961321609977,0.04074184484397887,0.5972840840207679
dave2-track1-DE_3.csv,DAVE2-Track1-DayNightSnow,2,0.6482637985370225,0.0961415737444474,0.36502377770204997,0.5141038871689027,0.006404086734602226,0.00210961321609977,0.07300242933176508,0.6389027986424081
dave2-track1-DE_3.csv,DAVE2-Track1-DayNightSnow,3,0.6744640106573415,0.17293998858005727,0.36504367318738623,0.5446602393926693,0.0056323357643890395,0.00210961321609977,0.11419797891118,0.6608363525680678
dave2-track1-DE_3.csv,DAVE2-Track1-Fog,1,0.7605759980759981,0.06555929194566487,0.4746321639525523,0.7434652725914862,0.0033755201914593925,0.0025293099028235013,0.03702725865959339,0.7525700644841269
dave2-track1-DE_3.csv,DAVE2-Track1-Fog,2,0.7868257464512971,0.10674331009965393,0.4603688565869898,0.7549578820697955,0.0034417097149014014,0.0025293099028235013,0.07073544255753413,0.7731383308531745
dave2-track1-DE_3.csv,DAVE2-Track1-Fog,3,0.7407519515030725,0.13747037247100766,0.4578572044258597,0.7056219721831536,0.00343584028917952,0.0025293099028235013,0.09793906596559353,0.7246527777777777
dave2-track1-DE_3.csv,DAVE2-Track1-Rain,1,0.5470093799488367,0.0073167960895444435,0.5638515695269308,0.6232224396607958,0.004381000229067609,0.0028283115838991487,0.007106260794967224,0.5383320773674956
dave2-track1-DE_3.csv,DAVE2-Track1-Rain,2,0.5219536139403609,0.013616166332595823,0.5542372816889031,0.590742251223491,0.003999749512085652,0.0028283115838991487,0.012635696349756429,0.512840157414385
dave2-track1-DE_3.csv,DAVE2-Track1-Rain,3,0.5236088789989148,0.0204716576258842,0.5440818276279787,0.5839392508655965,0.0037596244293959242,0.0028283115838991487,0.01838663427748024,0.5141679924083842
dave2-track1-DE_3.csv,DAVE2-Track1-Snow,1,0.5952394594852695,0.016378915099992324,0.4936539808832272,0.5905263157894737,0.004269461015176117,0.0038652243993230846,0.015864381338520108,0.5901682354214001
dave2-track1-DE_3.csv,DAVE2-Track1-Snow,2,0.5944521033876715,0.049035842309141736,0.4932516196773925,0.5888996138996139,0.004257466237475106,0.003837066165836436,0.03324662073323883,0.5905854876379157
dave2-track1-DE_3.csv,DAVE2-Track1-Snow,3,0.5448081322509121,0.053274837239291085,0.4946948368202191,0.5401533633416945,0.004244974268784451,0.003791022625994036,0.04326173271595954,0.5451038230851055
dave2-track1-DE_3.csv,xai-track1-fog-10,1,0.7424471351202181,0.10515515204347599,0.27471326562292103,0.5197460317460317,0.014355131555132404,0.003542234942571619,0.06135049144990455,0.7086654086654087
dave2-track1-DE_3.csv,xai-track1-fog-10,2,0.7113879265580072,0.13194629248847384,0.3023887395437088,0.5164692965257627,0.01039126102835746,0.003340759701997805,0.09436375426978867,0.6895079899074853
dave2-track1-DE_3.csv,xai-track1-fog-10,3,0.6683601161553057,0.13873620091561767,0.34709112691564586,0.5166270783847982,0.008386564470736746,0.0033131805176175376,0.11270971027020313,0.6469023380256672
dave2-track1-DE_3.csv,xai-track1-fog-20,1,0.7265061624035983,0.08090439002678021,0.2992564415641339,0.5353741496598641,0.01420836325137143,0.005065347408533835,0.05795317080657422,0.7181604600603128
dave2-track1-DE_3.csv,xai-track1-fog-20,2,0.7465743782459637,0.18624368539897213,0.28413301487162435,0.5413142952971898,0.016824367357006396,0.005065347408533835,0.11497166212077965,0.7313409784161551
dave2-track1-DE_3.csv,xai-track1-fog-20,3,0.7201685505574781,0.3019904176930762,0.3338557568356062,0.5678823529411764,0.012164078527658495,0.005065347408533835,0.16258589848388727,0.7010841924398624
dave2-track1-DE_3.csv,xai-track1-fog-40,1,0.7263395849897885,0.07344108506550234,0.30671691154362685,0.5367619047619049,0.03037274201696595,0.007163366918914231,0.028645392342249693,0.7128377298161471
dave2-track1-DE_3.csv,xai-track1-fog-40,2,0.7217951147111301,0.21925345751952044,0.32645146990346624,0.5617924528301887,0.0250691461019844,0.006957391838677333,0.06082738915775605,0.7138295064660859
dave2-track1-DE_3.csv,xai-track1-fog-40,3,0.7191039030969938,0.3125202829387514,0.34897863040946386,0.5912373737373737,0.017726630055305545,0.006915902538357465,0.09201361540856842,0.7101759259259259
dave2-track1-DE_3.csv,xai-track1-fog-50,1,0.6377701293283273,0.043977490591296506,0.3704673945880627,0.5045977011494253,0.0119365614010119,0.005128073390443764,0.040751986973840866,0.6299349373925854
dave2-track1-DE_3.csv,xai-track1-fog-50,2,0.6771774149135368,0.12503567692241144,0.34316467973380144,0.5206949928212492,0.011507850624263216,0.005115564521595542,0.0939589481335377,0.6648811710576957
dave2-track1-DE_3.csv,xai-track1-fog-50,3,0.6938820994139994,0.21624825456492186,0.3352923319774149,0.5325085742283195,0.01143590699123223,0.005115564521595542,0.14309842430467712,0.6765312441987986
dave2-track1-DE_3.csv,xai-track1-fog-60,1,0.8244904076738608,0.02333790599910685,0.20889003083247687,0.5132275132275131,0.023936731149561914,0.007652739195150625,0.022139814407917853,0.5587371512481645
