Model,Condition,Seconds,AUC-ROC,AUC-PRC,FPR,TPR,ROC Thresholds,PRC Thresholds,Precision,Recall
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNight,1,0.4804997483838502,0.005967384091379761,0.5127328831892762,0.4918767507002802,0.01380963309049487,0.006883797898810267,0.004661197747653554,0.39369866702571704
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNight,2,0.5000467781546019,0.0123526689614589,0.4988941256136441,0.5002183406113537,0.009582289499625935,0.006663210806648364,0.010457796213540909,0.4374902673241631
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNight,3,0.4833712820110181,0.017945772793801478,0.5201793345860708,0.5078799868117376,0.007670646479977013,0.006588989462231598,0.014724670917542752,0.4263381605365457
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightFog,1,0.4907737403904651,0.02251250055642837,0.5091401126175334,0.5000660066006601,0.008469460160443067,0.00550067450095214,0.021900252637694188,0.4875749674054759
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightFog,2,0.538110146900346,0.05078166619447507,0.4653773235203827,0.5032928942807626,0.007340765147047453,0.00550067450095214,0.05029481585299153,0.5331269013472403
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightFog,3,0.5220918456434434,0.072127146489331,0.480862220077945,0.5027136492507088,0.00656503692598485,0.00550067450095214,0.07115579451067387,0.5172464870346226
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightRain,1,0.3545363408521304,0.00885191689710968,0.6368305651969355,0.4944903581267217,0.012710733317061951,0.006372690707262064,0.006380151103171893,0.33498393222319606
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightRain,2,0.3745266594124048,0.0182200713391213,0.620532030653115,0.4966666666666666,0.008588035509208256,0.006313807034904373,0.014085909033300491,0.3642655979202773
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightRain,3,0.4317273061374495,0.030314311109823033,0.560657253618807,0.4921798631476051,0.007967851483167485,0.006313807034904373,0.0272302130417233,0.4220934430964761
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightSnow,1,0.6024760673748839,0.039361714556435085,0.4032085500696399,0.5046393762183236,0.010811236146449422,0.005021800851357612,0.0374319484390396,0.5971447368421052
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightSnow,2,0.527835602972215,0.04890412384414547,0.4799830288989464,0.5077223851417401,0.008314857830800788,0.005021800851357612,0.048634855052872544,0.5237430555555556
dave2-p10-track1-mcd_20_S10.csv,DAVE2-Track1-DayNightSnow,3,0.5642229715665459,0.08013498905984312,0.4458290129857305,0.5085602951540025,0.00799608310918623,0.005021800851357612,0.07758626480697325,0.5574980392156863
